build_id,reference,Atomic Number_metal,metal_symbol,metal_ox,SMILES_FOR_ARCHITECTOR,COORDLIST,DONOR_TYPES,DENTATE,coreCN,n_ligs,inner_sphere_anion,fill_ligand,n_fill,xyz_path,mol2_path,sdf_path,energy_eV,status,note,qc_status,smiles_for_architector_original,smiles_for_architector_used,simplified_ligand,xyz_exists,qc_class,nearest_coreCN_sig,coreCN_max_dist,next_donor_dist,gap_after_coreCN,all_nearest
d35fe5d1f27d,,65,Tb,3,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,"[3, 10, 19]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_d35fe5d1f27d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_d35fe5d1f27d.mol2,,-4318.323557034102,ok,built (standard attempt 1),accepted,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N2,O6",2.5174665710778457,2.612426540451481,0.0949599693736353,"94:O:2.09,93:O:2.12,49:O:2.17,4:O:2.22,56:O:2.25,11:O:2.46,91:N:2.47,65:N:2.52,20:N:2.61,92:O:3.65,47:N:4.34,2:N:4.41,57:N:4.42,12:N:4.56"
d8f03e96fe54,,65,Tb,3,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,"[18, 30, 48, 51]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_water_d8f03e96fe54.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_water_d8f03e96fe54.mol2,,-8500.551728571601,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,False,True,OK,"N4,O4",2.547698158406622,4.390266954940219,1.8425687965335968,"19:O:2.23,145:O:2.34,52:N:2.43,178:N:2.45,175:N:2.50,31:O:2.50,49:N:2.51,157:O:2.55,9:N:4.39,135:N:4.47,32:N:4.55,158:N:4.64"
6afca3f27250,,63,Eu,3,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21, 25]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_6afca3f27250.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig3_nitrate_6afca3f27250.mol2,,-11290.356095012212,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,False,True,OK,O9,2.910325793042505,4.328634094779275,1.4183083017367704,"264:O:2.24,26:O:2.38,145:O:2.39,141:O:2.61,22:O:2.69,260:O:2.71,138:O:2.72,19:O:2.90,257:O:2.91,265:N:4.33,146:N:4.50,27:N:4.53,128:N:4.86,9:N:5.02,247:N:5.09"
22aac70a342d,,59,Pr,3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,"[3, 6]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_22aac70a342d.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig4_nitrate_22aac70a342d.mol2,,-6628.138265919665,ok,built (standard attempt 1),accepted,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,False,True,OK,O9,2.7943364564012803,4.602478789105573,1.8081423327042931,"124:O:2.38,82:O:2.39,43:O:2.40,4:O:2.41,121:O:2.42,85:O:2.42,46:O:2.43,7:O:2.44,157:O:2.79,125:N:4.60,80:N:4.61,86:N:4.62,41:N:4.63,47:N:4.65,2:N:4.65,8:N:4.66"
0b18d18633b1,,62,Sm,3,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,"[11, 15, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_0b18d18633b1.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Sm/Sm_Z62_ox3_CN9_nlig3_nitrate_0b18d18633b1.mol2,,-8965.4061524049,ok,built (standard attempt 1),accepted,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,False,True,OK,O9,2.8853818934129025,4.5248240859962925,1.63944219258339,"208:O:2.34,116:O:2.50,104:O:2.51,200:O:2.57,108:O:2.69,12:O:2.73,196:O:2.83,16:O:2.84,24:O:2.89,209:N:4.52,117:N:4.74,101:N:4.76,193:N:4.95,9:N:5.00,25:N:5.06"
b863767b3d63,,63,Eu,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_b863767b3d63.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_b863767b3d63.mol2,,-5894.978806335115,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,False,True,OK,"N4,O5",2.72444540966344,4.313861036057181,1.5894156263937416,"89:O:2.19,77:O:2.28,30:N:2.29,101:N:2.30,17:O:2.31,5:O:2.32,102:N:2.33,29:N:2.38,145:O:2.72,90:N:4.31,3:N:4.38,75:N:4.39,18:N:4.41"
4cbc57f69c3c,,63,Eu,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_4cbc57f69c3c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_4cbc57f69c3c.mol2,,-5895.397194245243,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,False,True,BORDERLINE_LONGISH,"N4,O5",3.03503752466023,4.24874950324643,1.2137119785862005,"5:O:2.14,77:O:2.21,17:O:2.22,89:O:2.25,30:N:2.43,102:N:2.45,101:N:2.46,29:N:2.50,145:O:3.04,3:N:4.25,75:N:4.35,90:N:4.37,18:N:4.41"
e1b913cafa5c,,65,Tb,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,"[4, 16, 26, 27]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_e1b913cafa5c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig2_nitrate_e1b913cafa5c.mol2,,-5065.549971447996,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,False,True,OK,"N4,O4",2.483023826196222,4.311909705937952,1.8288858797417296,"65:O:2.20,5:O:2.24,17:O:2.25,27:N:2.37,88:N:2.41,77:O:2.42,28:N:2.47,87:N:2.48,18:N:4.31,63:N:4.37,3:N:4.40,78:N:4.51"
3531ba9d5169,,57,La,3,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,"[4, 16, 28, 29]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig2_nitrate_3531ba9d5169.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig2_nitrate_3531ba9d5169.mol2,,-5897.9188534441,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,False,True,OK,"N4,O5",2.752945776290258,4.622704871285059,1.869759094994801,"17:O:2.54,5:O:2.57,89:O:2.57,77:O:2.58,101:N:2.64,30:N:2.65,29:N:2.69,102:N:2.73,145:O:2.75,18:N:4.62,90:N:4.66,3:N:4.69,75:N:4.76"
4ac6a95798cc,,63,Eu,3,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,"[10, 22, 34, 37]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,9,2,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_4ac6a95798cc.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Eu/Eu_Z63_ox3_CN9_nlig2_nitrate_4ac6a95798cc.mol2,,-6129.517392057721,ok,built (standard attempt 1),accepted,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,False,True,OK,"N4,O5",2.799372141309723,4.338566748304329,1.5391946069946054,"97:O:2.25,11:O:2.27,109:N:2.30,38:N:2.32,23:O:2.34,35:N:2.37,85:O:2.39,112:N:2.43,149:O:2.80,98:N:4.34,7:N:4.37,24:N:4.44,81:N:4.54"
25e2506fda2c,,68,Er,3,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,"[10, 22, 34, 37]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_25e2506fda2c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig2_nitrate_25e2506fda2c.mol2,,-5988.527033711662,ok,built (standard attempt 1),accepted,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,False,True,OK,"N4,O4",2.587123691608858,4.279427569504619,1.6923038778957613,"85:O:2.12,11:O:2.26,23:O:2.38,38:N:2.40,112:N:2.43,97:O:2.44,35:N:2.45,109:N:2.59,81:N:4.28,24:N:4.38,7:N:4.43,98:N:4.52"
ee16c94c1ba9,,59,Pr,3,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,"[0, 2, 4, 7, 10, 13, 14, 17]","[""O(ester_carbonyl)"", ""O(hydroxyl)"", ""N(amine)"", ""O(hydroxyl)"", ""N(amine)"", ""O(ester_carbonyl)"", ""O(hydroxyl)"", ""O(ester_carbonyl)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Pr/Pr_Z59_ox3_CN9_nlig1_nitrate_ee16c94c1ba9.mol2,,-1899.635245713774,ok,built (standard attempt 1),accepted,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,False,True,FAIL_LONG_BOND,"N2,O7",4.268851544325679,4.321081680431019,0.0522301361053392,"1:O:2.21,14:O:2.22,18:O:2.24,5:N:2.49,8:O:2.49,11:N:2.56,38:O:2.77,3:O:4.19,15:O:4.27,19:O:4.32"
7810eaa2122a,,71,Lu,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,8,2,nitrate,nitrate,2,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7810eaa2122a.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Lu/Lu_Z71_ox3_CN8_nlig2_nitrate_7810eaa2122a.mol2,,-5006.175201602094,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,False,True,BORDERLINE_AMBIGUOUS_SHELL,"N2,O6",2.478944070875023,2.5391214380631117,0.0601773671880887,"5:O:2.01,69:O:2.07,62:O:2.10,118:O:2.14,80:N:2.20,117:O:2.21,12:O:2.40,23:N:2.48,115:N:2.54,116:O:3.72,70:N:4.10,60:N:4.14,3:N:4.14,13:N:4.55"
e390a47c8764,,60,Nd,3,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,"[4, 11, 22]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_e390a47c8764.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_e390a47c8764.mol2,,-6880.6768820329335,ok,built (standard attempt 1),accepted,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,False,True,OK,"N3,O6",2.4707126158844344,4.340082064549001,1.8693694486645664,"69:O:2.18,5:O:2.24,62:O:2.24,119:O:2.26,126:O:2.26,12:O:2.28,137:N:2.45,23:N:2.46,80:N:2.47,70:N:4.34,117:N:4.34,127:N:4.40,60:N:4.41,3:N:4.41,13:N:4.42"
4fcd65d35e78,,66,Dy,3,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,"[14, 26, 42, 43]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)"", ""N(aromatic)"", ""N(aromatic)""]",4,8,2,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_4fcd65d35e78.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Dy/Dy_Z66_ox3_CN8_nlig2_nitrate_4fcd65d35e78.mol2,,-7130.795465125174,ok,built (standard attempt 2),accepted,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,False,True,OK,"N4,O4",2.398378833955816,4.132630415610988,1.734251581655172,"44:N:2.20,140:N:2.20,15:O:2.20,111:O:2.23,123:O:2.27,27:O:2.29,139:N:2.37,43:N:2.40,107:N:4.13,124:N:4.30,11:N:4.32,28:N:4.42"
e244e3a88005,,60,Nd,3,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,"[11, 13, 16]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_e244e3a88005.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_nitrate_e244e3a88005.mol2,,-7158.918272164551,ok,built (standard attempt 1),accepted,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,False,True,OK,O9,2.8260415237514276,4.310906434296644,1.4848649105452163,"17:O:2.31,154:O:2.34,159:O:2.38,83:O:2.38,12:O:2.40,88:O:2.42,156:O:2.44,85:O:2.77,14:O:2.83,80:N:4.31,160:N:4.41,151:N:4.45,18:N:4.47,9:N:4.47,89:N:4.63"
0e14cd9e00e1,,60,Nd,3,CCCCN(C)C(=O)CC(=O)N(C)CCCC,"[7, 10]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_0e14cd9e00e1.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_0e14cd9e00e1.mol2,,-6144.112311340452,ok,built (standard attempt 1),accepted,CCCCN(C)C(=O)CC(=O)N(C)CCCC,CCCCN(C)C(=O)CC(=O)N(C)CCCC,False,True,OK,O9,2.7292121687804456,4.484965493406258,1.7557533246258124,"140:O:2.33,137:O:2.39,97:O:2.40,11:O:2.44,54:O:2.49,94:O:2.50,8:O:2.51,51:O:2.52,173:O:2.73,141:N:4.48,98:N:4.55,134:N:4.56,12:N:4.58,91:N:4.65,55:N:4.66,48:N:4.71"
76f5e8b1cf36,,68,Er,3,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,"[18, 21]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,8,4,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig4_nitrate_76f5e8b1cf36.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Er/Er_Z68_ox3_CN8_nlig4_nitrate_76f5e8b1cf36.mol2,,-13578.59648399918,ok,built (standard attempt 1),accepted,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,False,True,OK,O8,2.8175597687758716,4.404438356636761,1.586878587860889,"131:O:2.19,240:O:2.26,346:O:2.36,22:O:2.38,19:O:2.59,349:O:2.80,128:O:2.80,237:O:2.82,132:N:4.40,241:N:4.50,336:N:4.61,23:N:4.63,9:N:4.81,350:N:4.92,118:N:4.97,227:N:4.98"
c6207e834de5,,60,Nd,3,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,"[9, 12]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_c6207e834de5.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig4_nitrate_c6207e834de5.mol2,,-7521.761874737357,ok,built (standard attempt 1),accepted,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,False,True,OK,O9,2.693111658439284,4.3292440255154085,1.6361323670761243,"178:O:2.35,123:O:2.35,175:O:2.38,13:O:2.40,65:O:2.46,120:O:2.46,68:O:2.50,10:O:2.53,221:O:2.69,179:N:4.33,124:N:4.54,14:N:4.57,172:N:4.60,117:N:4.62,62:N:4.67,7:N:4.70"
b4b96a003a01,,65,Tb,3,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,"[11, 20]","[""O(amide_carbonyl)"", ""O(amide_carbonyl)""]",2,8,4,nitrate,nitrate,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_b4b96a003a01.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Tb/Tb_Z65_ox3_CN8_nlig4_nitrate_b4b96a003a01.mol2,,-10823.48868807022,ok,built (standard attempt 1),accepted,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,False,True,FAIL_LONG_BOND,O8,3.313538273240403,4.562328360782367,1.2487900875419635,"106:O:2.38,12:O:2.38,276:O:2.58,191:O:2.72,267:O:2.74,182:O:3.00,97:O:3.02,21:O:3.31,9:N:4.56,107:N:4.56,277:N:4.79,192:N:4.86,264:N:4.98,179:N:5.24,94:N:5.24,22:N:5.34"
95a1bbb26c49,,64,Gd,3,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,"[9, 22, 23, 26, 35, 36, 37, 38]","[""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)"", ""N(aromatic)""]",8,9,1,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_95a1bbb26c49.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Gd/Gd_Z64_ox3_CN9_nlig1_nitrate_95a1bbb26c49.mol2,,-3160.6554449037576,ok,built (standard attempt 1),accepted,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,False,True,FAIL_LONG_BOND,"N8,O1",4.433439914480352,,,"23:N:2.18,38:N:2.26,24:N:2.44,79:O:2.59,36:N:2.59,37:N:2.59,39:N:3.09,27:N:3.80,10:N:4.43"
4e8cb6ac0b5c,,57,La,3,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,"[9, 12]","[""O(ether)"", ""O(amide_carbonyl)""]",2,9,4,nitrate,nitrate,1,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig4_nitrate_4e8cb6ac0b5c.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/La/La_Z57_ox3_CN9_nlig4_nitrate_4e8cb6ac0b5c.mol2,,-9559.76107986782,ok,built (standard attempt 1),accepted,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,False,True,OK,O9,2.8930575837782175,3.610549571974994,0.7174919881967758,"150:O:2.36,13:O:2.46,10:O:2.47,80:O:2.48,153:O:2.52,220:O:2.59,223:O:2.66,83:O:2.89,281:O:2.89,149:P:3.61,9:P:3.63,79:P:3.70,219:P:3.74,14:N:4.62,154:N:4.78,224:N:4.82"
b27655c8eeb9,,60,Nd,3,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,"[18, 20, 23]","[""O(amide_carbonyl)"", ""O(ether)"", ""O(amide_carbonyl)""]",3,9,3,water,water,0,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_water_b27655c8eeb9.xyz,/nfs/home/nshank3/lanthanide_dataset_builder/data/geometries/Nd/Nd_Z60_ox3_CN9_nlig3_water_b27655c8eeb9.mol2,,-10602.530263887556,ok,built (standard attempt 2),accepted,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,False,True,BORDERLINE_LONGISH,O9,3.0000713285187635,4.133149859388572,1.1330785308698088,"19:O:2.28,237:O:2.32,128:O:2.35,133:O:2.53,242:O:2.59,239:O:2.68,21:O:2.69,24:O:2.71,130:O:3.00,225:N:4.13,116:N:4.46,7:N:4.50,243:N:4.68,134:N:4.72,25:N:4.73"
