build_id,metal_symbol,coreCN,DENTATE,n_ligs,inner_sphere_anion,fill_ligand,n_fill,rows_covered,heavy_atoms,mol_weight,n_rotatable_bonds,estimated_complex_heavy_atoms,heavy_ligand,recommended_profile_sequence,SMILES_FOR_ARCHITECTOR
4ca0b6f30178,Dy,8,4,2,nitrate,nitrate,0,1,61,861.48,48,122,1,"standard,large_ligand_deep,large_ligand_fast",CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC
a3b3468ffd90,Eu,9,4,2,water,water,1,4,52,715.12,30,105,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1
3afdf5d4d1a3,Eu,9,3,3,nitrate,nitrate,0,10,26,345.4,4,78,0,standard,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1
f8f16b27f64d,Ce,9,4,2,nitrate,nitrate,1,1,52,715.12,30,108,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1
90ecb106b04d,Nd,9,3,3,nitrate,nitrate,0,2,43,609.04,32,129,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC
77028478e24f,Eu,9,2,4,nitrate,nitrate,1,1,21,282.34,4,88,0,standard,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1
2cc775446b54,Tb,8,3,2,nitrate,nitrate,2,1,34,482.79,24,76,0,standard,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC
0d6f25660483,Ce,9,4,2,nitrate,nitrate,1,1,38,506.65,7,80,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C
703d7ea29cc6,Dy,8,4,2,nitrate,nitrate,0,1,38,506.65,7,76,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1
eeb5530e9484,Er,8,4,2,nitrate,nitrate,0,1,34,450.54,7,68,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1
96205c46099b,Er,8,3,2,nitrate,nitrate,2,1,32,425.58,9,72,0,standard,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1
4143c21a233c,Dy,8,2,4,nitrate,nitrate,0,1,24,340.55,15,96,0,standard,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC
c9e789434032,Lu,8,4,2,nitrate,nitrate,0,1,36,490.69,14,72,0,standard,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1
