build_id,metal_symbol,coreCN,DENTATE,n_ligs,inner_sphere_anion,fill_ligand,n_fill,rows_covered,heavy_atoms,mol_weight,n_rotatable_bonds,estimated_complex_heavy_atoms,heavy_ligand,recommended_profile_sequence,SMILES_FOR_ARCHITECTOR
0a5ee26d567d,Pr,9,4,2,nitrate,nitrate,1,1,61,861.48,48,126,1,"standard,large_ligand_deep,large_ligand_fast",CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC
f06ae7567ce5,La,9,3,3,nitrate,nitrate,0,10,26,345.4,4,78,0,standard,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1
6fcf4b2f3837,Tb,8,4,2,nitrate,nitrate,0,1,52,715.12,30,104,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1
2a85606c4a7e,Nd,9,4,2,water,water,1,1,52,715.12,30,105,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1
8dec8fe1a8d7,La,9,3,3,nitrate,nitrate,0,2,43,609.04,32,129,0,standard,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC
72cbb52679c0,Dy,8,3,2,nitrate,nitrate,2,1,34,482.79,24,76,0,standard,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC
fe21b9f4cac0,Sm,9,4,2,nitrate,nitrate,1,1,38,506.65,7,80,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C
3a07c6339ac1,Lu,8,4,2,nitrate,nitrate,0,1,38,506.65,7,76,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C
a8c13c432ddc,Ce,9,4,2,nitrate,nitrate,1,1,34,450.54,7,72,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1
62f8e8df04ed,Gd,9,4,2,nitrate,nitrate,1,1,38,506.65,7,80,0,standard,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C
ca3aae3d8c34,Pr,9,3,3,nitrate,nitrate,0,1,32,425.58,9,96,0,standard,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1
34cc22db4387,Ho,8,4,2,nitrate,nitrate,0,1,40,530.67,8,80,0,standard,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1
770e7e252dd6,Eu,9,4,2,nitrate,nitrate,1,1,36,490.69,14,76,0,standard,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1
6774552a35e9,Ce,9,8,1,nitrate,nitrate,1,1,24,346.34,10,28,0,standard,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O
